"Penjualan Harian","","","","30/06/2019","30/06/2019","","","","","POS20190630-OTH","","","Air Mineral","zMUHRqCFYdVXGjS6u4VbLQB_ZLLU24KKL5G7DD2DZS4KCJQD","1","","2500","50","","","0","","yes","Transfer Bank","1-10002","CUSTOM",""
"Penjualan Harian","","","","30/06/2019","30/06/2019","","","","","POS20190630-OTH","","","Air Mineral","zMUHRqCFYdVXGjS6u4VbLQB_ZLLU24KKL5G7DD2DZS4KCJQD","1","","2500","50","","","0","","yes","Transfer Bank","1-10002","CUSTOM",""
"Penjualan Harian","","","","30/06/2019","30/06/2019","","","","","POS20190630-OTH","","","Vanillato","zMUHRqCFYdVXGjS6u4VbLQB_NRYIERNXR4DYTY2FU7P2WYLQ","1","","0","100","","","0","","yes","Transfer Bank","1-10002","CUSTOM",""
"Penjualan Harian","","","","30/06/2019","30/06/2019","","","","","POS20190630-OTH","","","Iced Red Velvet Latte","zMUHRqCFYdVXGjS6u4VbLQB_SM75WHLA5U35AMAMXBHM7Z7R","1","","29000","0","","","0","","yes","Transfer Bank","1-10002","CUSTOM",""
"Penjualan Harian","","","","30/06/2019","30/06/2019","","","","","POS20190630-OTH","","","Milkshake Hazelnut","zMUHRqCFYdVXGjS6u4VbLQB_6UE2JOIDBVHMVPOD6IEB6V3D","1","","23000","0","","","0","","yes","Transfer Bank","1-10002","CUSTOM",""
"Penjualan Harian","","","","30/06/2019","30/06/2019","","","","","POS20190630-OTH","","","Iced Red Velvet Latte","zMUHRqCFYdVXGjS6u4VbLQB_SM75WHLA5U35AMAMXBHM7Z7R","1","","29000","0","","","0","","yes","Transfer Bank","1-10002","CUSTOM",""
"Penjualan Harian","","","","30/06/2019","30/06/2019","","","","","POS20190630-OTH","","","Teh Kotak","zMUHRqCFYdVXGjS6u4VbLQB_7ZTXQJD3HXASGUDWSXPFX4I6","1","","4000","0","","","0","","yes","Transfer Bank","1-10002","CUSTOM",""
"Penjualan Harian","","","","30/06/2019","30/06/2019","","","","","POS20190630-OTH","","","Ayam Geprek Tanpa Nasi","zMUHRqCFYdVXGjS6u4VbLQB_XIFF7VKZDIJ5P2N7EXNCR3M5","1","","12000","0","","","0","","yes","Transfer Bank","1-10002","CUSTOM",""
"Penjualan Harian","","","","30/06/2019","30/06/2019","","","","","POS20190630-OTH","","","Cafe Latte Regular Blend","5nG84HeyftajwKlcdb0eKQB_BKDIU2RUORCPWIVNECUAF43W","1","","0","100","","","0","","yes","Transfer Bank","1-10002","CUSTOM",""
"Penjualan Harian","","","","30/06/2019","30/06/2019","","","","","POS20190630-OTH","","","Cafe Latte Regular Blend","5nG84HeyftajwKlcdb0eKQB_BKDIU2RUORCPWIVNECUAF43W","1","","0","100","","","0","","yes","Transfer Bank","1-10002","CUSTOM",""
